state_abbr,year,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,total_crime,crime_rate
AL,2017,4875120,25469,419,2001,4233,18816,143774,31270,99707,12797,338486,6.943131656
AL,2018,4887681,25567,383,2032,4047,19105,138702,29101,96328,13273,328538,6.721756187
AL,2019,4903185,25046,358,2068,3941,18679,131133,26079,92477,12577,312358,6.370512228
AK,2017,739786,6338,62,1074,952,4250,26203,4167,17782,4254,65082,8.79740898
AK,2018,735139,6555,47,1212,896,4400,24345,3985,16364,3996,61800,8.406573451
AK,2019,731545,6343,69,1088,826,4360,21294,3563,15114,2617,55274,7.555789459
AZ,2017,7048876,35647,422,3622,7440,24163,204999,37722,148251,19026,481292,6.827925474
AZ,2018,7158024,34053,383,3605,6509,23556,192730,31787,141789,19154,453566,6.336469394
AZ,2019,7278717,33141,365,3662,6410,22704,177638,28699,130788,18151,421558,5.791652567
AR,2017,3002997,16996,249,2140,1998,12609,94419,22369,64795,7255,222830,7.420253833
AR,2018,3009733,16904,222,2341,1593,12748,89177,19520,62350,7307,212162,7.049196723
AR,2019,3017804,17643,242,2331,1557,13513,86250,18095,60735,7420,207786,6.885337815
CA,2017,39399349,178597,1830,14724,56625,105418,987063,176679,642019,168365,2331320,5.917153606
CA,2018,39461588,176604,1739,15506,54328,105031,941644,164645,621779,155220,2236496,5.667526608
CA,2019,39512223,174331,1690,14799,52301,105541,921114,152555,626802,141757,2190890,5.54484115
CO,2017,5615902,20901,222,4021,3868,12790,152032,22618,107470,21944,345866,6.158690091
CO,2018,5691287,22851,215,4328,3781,14527,154292,21757,110518,22017,354286,6.225059464
CO,2019,5758736,21938,218,3872,3663,14185,149189,20064,107012,22113,342254,5.943213928
CT,2017,3573880,8190,105,850,2813,4422,63646,8906,47418,7322,143672,4.020056633
CT,2018,3571520,7485,86,873,2205,4321,59356,7983,44181,7192,133682,3.743000179
CT,2019,3565287,6546,104,771,1929,3742,50862,6441,38457,5964,114816,3.220385904
DE,2017,957078,4377,51,351,1082,2893,23430,3960,18108,1362,55614,5.810811658
DE,2018,965479,4079,46,334,861,2838,22405,3154,17780,1471,52968,5.486188721
DE,2019,973764,4115,48,310,790,2967,21931,2968,17359,1604,52092,5.349550815
DC,2019,705749,7403,166,345,2713,4179,30821,1843,26645,2333,76448,10.83217971
DC,2017,695691,6976,116,444,2625,3791,29736,1809,25340,2587,73424,10.55411095
DC,2018,701547,6995,160,450,2415,3970,30726,1788,26345,2593,75442,10.75366298
FL,2018,21244317,81980,1107,8438,16884,55551,486017,71933,372919,41165,1135994,5.34728417
FL,2019,21477737,81270,1122,8456,16217,55475,460846,63396,358402,39048,1084232,5.048166853
FL,2017,20976812,85606,1057,7936,18597,58016,527125,88835,395375,42915,1225462,5.841983996
GA,2017,10413055,37118,681,2646,9844,23947,297651,55363,216252,26036,669538,6.429794138
GA,2018,10511131,35619,647,2798,8499,23675,277803,46816,205631,25356,626844,5.963620851
GA,2019,10617423,36170,654,2922,7961,24633,252249,39506,188967,23776,576838,5.432937917
HI,2017,1424203,3577,39,567,1077,1894,40392,5549,29574,5269,87938,6.174541129
HI,2018,1420593,3622,40,709,951,1922,41027,5709,29600,5718,89298,6.285966494
HI,2019,1415872,4042,48,765,1131,2098,40228,5340,29634,5254,88540,6.253390137
IA,2017,3143637,9038,98,1305,1269,6366,65652,14711,45441,5500,149380,4.7518209
IA,2018,3148618,8303,70,1126,989,6118,57024,12433,39498,5093,130654,4.149566572
IA,2019,3155070,8410,60,1164,863,6323,54699,11710,37847,5142,126218,4.000481764
ID,2017,1718904,4111,42,755,222,3092,28557,5837,20570,2150,65336,3.801026701
ID,2018,1750536,4196,34,927,195,3040,25822,4990,18876,1956,60036,3.429578141
ID,2019,1787065,4000,35,809,155,3001,21793,3927,16295,1571,51586,2.886632551
IL,2017,12786196,55777,983,5424,17731,31639,255108,43355,190860,20893,621770,4.862822375
IL,2018,12723071,52343,902,6106,14251,31084,246679,39317,187517,19845,598044,4.700468936
IL,2019,12671821,51561,832,6078,12464,32187,233984,34433,180776,18775,571090,4.506771363
IN,2017,6660082,26307,413,2612,7035,16247,158932,29799,114395,14738,370478,5.562664243
IN,2018,6695497,25009,418,2486,5737,16368,146948,25894,105861,15193,343914,5.136496962
IN,2019,6732219,24966,377,2475,5331,16783,132694,21795,97176,13723,315320,4.683745434
KS,2017,2910689,11654,134,1504,1633,8383,79387,13102,58891,7394,182082,6.255632258
KS,2018,2911359,12861,122,1664,1420,9655,77449,12792,56726,7931,180620,6.203975532
KS,2019,2913314,11968,105,1416,1293,9154,67428,9984,50165,7279,158792,5.450562487
KY,2017,4453874,10292,265,1817,2967,5243,95899,20535,65006,10358,212382,4.768477959
KY,2018,4461153,9719,250,1875,2469,5125,89235,17462,61313,10460,197908,4.436252242
KY,2019,4467673,9701,221,1572,2161,5747,84769,15443,59130,10196,188940,4.229047202
LA,2017,4670818,25986,576,1850,5385,18175,157272,34135,112042,11095,366516,7.846933878
LA,2018,4659690,25314,533,2105,4600,18076,152996,31291,110066,11639,356620,7.653298825
LA,2019,4648794,25537,544,2273,4025,18695,146993,26918,109359,10716,345060,7.422570241
MA,2017,6863246,24318,172,2199,4874,17073,97977,16916,73573,7488,244590,3.5637656
MA,2018,6882635,23424,138,2465,4084,16737,87658,14095,66968,6595,222164,3.227891643
MA,2019,6892503,22578,152,2204,3613,16609,81317,12341,62844,6132,207790,3.014724839
MD,2017,6024891,30321,558,1712,11189,16862,134705,23526,97657,13522,330052,5.4781406
MD,2018,6035802,28330,491,1991,9716,16132,122945,18910,91887,12148,302550,5.012589876
MD,2019,6045680,27456,542,1913,9203,15798,117901,16862,89780,11259,290714,4.808623678
ME,2017,1335063,1610,23,470,249,868,20142,3337,16012,793,43504,3.258572816
ME,2018,1339057,1500,23,447,228,802,18201,2712,14712,777,39402,2.942518504
ME,2019,1344212,1548,20,516,188,824,16743,2350,13667,726,36582,2.721445724
MI,2017,9976447,44883,569,7110,6508,30696,179839,35833,124410,19596,449444,4.505050746
MI,2018,9984072,45176,555,7901,5638,31082,166186,31834,116876,17476,422724,4.23398389
MI,2019,9986857,43686,556,7235,5350,30545,158296,28572,111980,17744,403964,4.044956286
MN,2017,5568155,13345,114,2405,3627,7199,122430,18828,93602,10000,271550,4.876839815
MN,2018,5606249,12403,107,2475,2946,6875,112186,16206,85849,10131,249178,4.444647393
MN,2019,5639632,13332,117,2448,3149,7618,117236,15927,90092,11217,261136,4.630373046
MO,2017,6108612,32450,599,2737,6362,22752,173380,30086,123356,19938,411660,6.739010433
MO,2018,6121623,30696,599,2935,5206,21956,162698,27345,115506,19847,386788,6.318389747
MO,2019,6137428,30380,568,2917,4959,21936,161946,26414,114460,21072,384652,6.267315885
MS,2017,2989663,7661,190,658,2492,4321,82764,22449,55968,4347,180850,6.04917678
MS,2018,2981020,7929,214,596,1700,5419,71701,20355,46201,5145,159260,5.342466672
MS,2019,2976149,8272,332,747,1700,5493,70707,18660,46300,5747,157958,5.307462765
MT,2017,1053090,3937,41,639,234,3023,27294,3623,21073,2598,62462,5.931306916
MT,2018,1060665,4040,37,569,270,3164,26787,3329,20641,2817,61654,5.812768405
MT,2019,1068778,4328,27,624,205,3472,23440,2887,18176,2377,55536,5.196214742
NC,2017,10270800,38043,622,1944,9884,25593,265483,65247,184119,16117,607052,5.910464618
NC,2018,10381615,36980,574,2633,7573,26200,243323,57450,169376,16497,560606,5.399988345
NC,2019,10488084,38995,632,3247,7599,27517,247236,54447,174728,18061,572462,5.45821334
ND,2017,755176,2133,10,406,183,1534,16653,2947,11944,1762,37572,4.975264044
ND,2018,758080,2154,18,409,158,1569,15621,2742,11088,1791,35550,4.689478683
ND,2019,762062,2169,24,437,179,1529,15066,2608,10666,1792,34470,4.523254013
NE,2017,1917575,5979,42,1191,1020,3726,43856,6513,32064,5279,99670,5.19771065
NE,2018,1925614,5583,44,1290,736,3513,40193,5308,29987,4898,91552,4.754431574
NE,2019,1934408,5821,45,1253,792,3731,39449,4745,29719,4985,90540,4.680501735
NH,2017,1349767,2642,13,619,441,1569,18550,2554,15087,909,42384,3.140097513
NH,2018,1353465,2404,21,578,342,1463,17201,1908,14396,897,39210,2.897008789
NH,2019,1359711,2074,33,590,313,1138,16442,1717,13832,893,37032,2.723519924
NJ,2017,8888543,20604,324,1505,7895,10880,140086,23891,104025,12170,321380,3.615665695
NJ,2018,8886025,18536,285,1424,6364,10463,125155,19232,94886,11037,287382,3.234089483
NJ,2019,8882190,18375,262,1531,5730,10852,118637,16399,91902,10336,274024,3.085095005
NM,2017,2093395,16300,144,1244,3732,11180,81865,17872,52284,11709,196330,9.378545377
NM,2018,2092741,17637,153,1302,2646,13536,70722,16102,44592,10028,176718,8.444332098
NM,2019,2096829,17450,181,1288,2341,13640,65269,14610,41702,8957,165438,7.88991377
NV,2017,2972405,16663,266,1896,4841,9660,78320,20049,45459,12812,189966,6.390986423
NV,2018,3027341,16715,202,2329,3862,10322,73998,17741,44341,11916,181426,5.992915896
NV,2019,3080156,15210,143,2161,3286,9620,71525,15510,44755,11260,173470,5.631857607
NY,2017,19590719,70746,550,6297,20122,43777,293390,34928,245093,13369,728272,3.71743375
NY,2018,19530351,68512,562,6577,18191,43182,281543,31158,237243,13142,700110,3.584728201
NY,2019,19453561,69764,558,6583,18068,44555,267155,27600,226851,12704,673838,3.46382855
OH,2017,11664129,34621,741,5833,11224,16823,280557,57521,202320,20716,630356,5.404226925
OH,2018,11676341,34426,596,5852,9608,18370,257848,49456,188433,19959,584548,5.006260095
OH,2019,11689100,34269,538,5731,8846,19154,240291,43894,177725,18672,549120,4.697709832
OK,2017,3932640,17989,243,2220,3007,12519,113611,28749,72546,12316,263200,6.692705155
OK,2018,3940235,18701,215,2431,2805,13250,114395,27178,73799,13418,266192,6.755739188
OK,2019,3956971,17086,266,2268,2369,12183,112587,26577,72632,13378,259346,6.55415468
OR,2017,4146592,11629,105,1992,2474,7058,122524,17415,88091,17018,268306,6.47051844
OR,2018,4181886,12146,86,2114,2515,7431,122401,16515,89191,16695,269094,6.434752167
OR,2019,4217737,11995,116,1778,2276,7825,115170,14724,85261,15185,254330,6.03001088
PA,2017,12790447,40030,742,4216,11777,23295,210316,31925,165434,12957,500692,3.91457781
PA,2018,12800922,39099,784,4490,9854,23971,190633,27054,150441,13138,459464,3.589303958
PA,2019,12801989,39228,669,4351,9743,24465,179665,23354,143921,12390,437786,3.41967174
RI,2017,1056486,2474,21,454,474,1525,18585,3219,13882,1484,42118,3.986612222
RI,2018,1058287,2326,16,494,453,1363,17625,2817,13270,1538,39902,3.770432784
RI,2019,1059361,2342,25,491,418,1408,16259,2321,12580,1358,37202,3.511739624
SC,2017,5021219,25412,380,2576,3884,18572,160368,31165,114931,14272,371560,7.399796743
SC,2018,5084156,25463,411,2650,3592,18810,156330,29957,111427,14946,363586,7.151354128
SC,2019,5148714,26323,464,2460,3294,20105,151389,27461,108953,14975,355424,6.903160673
SD,2017,873286,3753,27,575,264,2887,16588,2835,12285,1468,40682,4.658496758
SD,2018,878698,3483,12,617,222,2632,15191,2502,11237,1452,37348,4.250379539
SD,2019,884659,3530,17,642,195,2676,15667,2646,11265,1756,38394,4.339977325
TN,2017,6708794,43940,538,3028,7867,32507,198028,38819,140636,18573,483936,7.213457441
TN,2018,6771631,42687,508,3011,7222,31946,192897,33538,138710,20649,471168,6.95796921
TN,2019,6829174,40647,498,2813,6150,31186,181153,29869,132104,19180,443600,6.495661115
TX,2017,28322717,123984,1405,14536,32120,75923,723143,133458,521767,67918,1694254,5.981961406
TX,2018,28628666,118197,1327,15098,28339,73433,681143,117897,493238,70008,1598680,5.58419313
TX,2019,28995881,121474,1409,14824,28988,76253,693204,113902,501813,77489,1629356,5.619267095
UT,2017,3103118,7515,74,1758,1498,4185,86201,11780,64955,9466,187432,6.040118358
UT,2018,3153550,7551,63,1854,1237,4397,76294,10079,58406,7809,167690,5.317499326
UT,2019,3205958,7553,72,1822,1125,4534,69546,8871,53937,6738,154198,4.80973238
VA,2017,8465207,17811,470,3026,4331,9984,152515,18524,123812,10179,340652,4.024142587
VA,2018,8501286,17357,417,3072,3610,10258,142931,15659,116496,10776,320576,3.770911836
VA,2019,8535519,17753,426,2816,3524,10987,140213,13900,116044,10269,315932,3.70138008
VT,2017,624525,1082,17,254,100,711,9339,1945,7169,225,20842,3.337256315
VT,2018,624358,1155,11,326,73,745,8211,1496,6451,264,18732,3.000201807
VT,2019,623989,1262,11,278,71,902,8888,1275,7315,298,20300,3.253262477
WA,2017,7425432,22483,226,3300,5386,13571,235206,43687,162154,29365,515378,6.940714022
WA,2018,7523869,23719,236,3610,5557,14316,223256,40434,154941,27881,493950,6.56510633
WA,2019,7614893,22377,198,3332,5147,13700,204224,34540,145282,24402,453202,5.951521578
WI,2017,5792051,18638,192,2177,4370,11899,104908,17570,77868,9470,247092,4.266053597
WI,2018,5807406,17365,175,2333,3493,11364,91238,14180,68380,8678,217206,3.740155243
WI,2019,5822434,17070,175,2261,2991,11643,85672,12667,65620,7385,205484,3.529176973
WV,2017,1817048,6564,98,793,673,5000,32560,7557,21917,3086,78248,4.306325425
WV,2018,1804291,5411,76,716,333,4286,27888,5916,19783,2189,66598,3.691089741
WV,2019,1792147,5674,78,754,378,4464,28376,5891,20066,2419,68100,3.799911503
WY,2017,578934,1358,14,253,98,993,10528,1556,8211,761,23772,4.106167542
WY,2018,577601,1235,14,261,75,885,10308,1551,7974,783,23086,3.996876737
WY,2019,578759,1258,13,324,67,854,9093,1396,6984,713,20702,3.576963814
ALL,1995,262803276,1798792,21606,97470,580509,1099207,12063935,2593784,7997710,1472441,27725454,10.54988904
ALL,1996,265228572,1688540,19645,96252,535594,1037049,11805323,2506400,7904685,1394238,26987726,10.17527101
ALL,1997,267783607,1636099,18211,96153,498534,1023201,11558975,2461026,7743760,1354189,26390148,9.855027459
ALL,1998,270248003,1533887,16974,93144,447186,976583,10951827,2332735,7376311,1242781,24971428,9.240189649
ALL,1999,272690813,1426044,15522,89411,409371,911740,10208334,2100739,6955520,1152075,23268756,8.533017942
ALL,2000,281421906,1425486,15586,90178,408016,911706,10182584,2050992,6971590,1160002,23216140,8.249585233
ALL,2001,285317559,1439480,16037,90863,423557,909023,10437189,2116531,7092267,1228391,23753338,8.325228242
ALL,2002,287973924,1423677,16229,95235,420806,891407,10455277,2151252,7057379,1246646,23757908,8.250020582
ALL,2003,290788976,1383676,16528,93883,414235,859030,10442862,2154834,7026802,1261226,23653076,8.134103406
ALL,2004,293656842,1360088,16148,95089,401470,847381,10319386,2144446,6937089,1237851,23358948,7.954504939
ALL,2005,296507061,1390745,16740,94347,417438,862220,10174754,2155448,6783447,1235859,23130998,7.801162617
ALL,2006,299398484,1435123,17309,94472,449246,874096,10019601,2194993,6626363,1198245,22909448,7.651824984
ALL,2007,301621157,1422970,17128,92160,447324,866358,9882212,2190198,6591542,1100472,22610364,7.496279182
ALL,2008,304059724,1394461,16465,90750,443563,843683,9774152,2228887,6586206,959059,22337226,7.346328447
ALL,2009,307006550,1325896,15399,89241,408742,812514,9337060,2203313,6338095,795652,21325912,6.946402935
ALL,2010,309330219,1251248,14722,85593,369089,781844,9112625,2168459,6204601,739565,20727746,6.70084742
ALL,2011,311587816,1206031,14661,84175,354772,752423,9052743,2185140,6151095,716508,20517548,6.584836424
ALL,2012,313873685,1217057,14856,85141,355051,762009,9001992,2109932,6168874,723186,20438098,6.511567862
ALL,2013,316497531,1168298,14319,82109,345093,726777,8651892,1932139,6019465,700288,19640380,6.20553972
ALL,2014,318907401,1153022,14164,84864,322905,731089,8209010,1713153,5809054,686803,18724064,5.871316859
ALL,2015,320896618,1199310,15883,126134,328109,764057,8024115,1587564,5723488,713063,18481723,5.759400992
ALL,2016,323127513,1248185,17250,130603,332198,803007,7919035,1515096,5638455,765484,18369313,5.68484956
AL,1995,4253000,26894,475,1350,7900,17169,179294,43586,120967,14741,412376,9.696120386
AL,1996,4273000,24159,444,1397,7124,15194,181803,42821,123350,15632,411924,9.640159139
AL,1997,4319000,24379,426,1396,6931,15626,186809,43786,127616,15407,422376,9.779485992
AL,1998,4352000,22286,354,1443,5698,14791,177779,41965,120943,14871,400130,9.194163603
AL,1999,4369862,21421,345,1513,5297,14266,171398,38648,119616,13134,385638,8.824946875
AL,2000,4447100,21620,329,1482,5702,14107,180539,40331,127399,12809,404318,9.091722696
AL,2001,4468912,19582,379,1369,5584,12250,173253,40642,119992,12619,385670,8.630064767
AL,2002,4478896,19931,303,1664,5962,12002,180400,42578,123932,13890,400662,8.945552654
AL,2003,4503726,19331,299,1656,6038,11338,182241,43245,124039,14957,403144,8.951343843
AL,2004,4525375,19324,254,1742,6042,11286,182340,44666,123650,14024,403328,8.912587355
AL,2005,4548327,19678,374,1564,6447,11293,177393,43473,120780,13140,394142,8.665647831
AL,2006,4599030,19553,382,1646,7062,10463,181249,44780,121451,15018,401604,8.732363129
AL,2007,4627851,20775,412,1548,7398,11417,184082,45379,124465,14238,409714,8.853223667
AL,2008,4661900,21110,351,1618,7346,11795,190416,50411,126539,13466,423052,9.074669126
AL,2009,4708708,21194,322,1504,6265,13103,178007,48844,118072,11091,398402,8.460962115
AL,2010,4785401,18363,275,1355,4864,11869,168828,42484,115564,10780,374382,7.823419605
AL,2011,4803689,20166,299,1370,4906,13591,173192,51119,111411,10662,386716,8.050396268
AL,2012,4817528,21693,342,1296,5020,15035,168878,47481,111523,9874,381142,7.911567924
AL,2013,4833996,20834,346,1449,4645,13788,161835,42410,108862,10563,364732,7.545144845
AL,2014,4846411,20727,276,1425,4702,13744,154087,39723,104223,10141,349048,7.202195604
AL,2015,4853875,22957,348,2037,4612,15960,144785,35265,99182,10338,335484,6.911673663
AL,2016,4863300,25886,407,1916,4686,18877,143362,34065,97574,11723,338496,6.960212202
AK,1995,604000,4656,55,485,937,3179,30097,5055,21891,3151,69506,11.50761589
AK,1996,607000,4417,45,398,710,3264,28667,5118,20557,2992,66168,10.90082372
AK,1997,609000,4270,54,403,648,3165,27840,4276,20780,2784,64220,10.54515599
AK,1998,614000,4015,41,421,532,3021,25316,4098,18611,2607,58662,9.554071661
AK,1999,619500,3908,52,517,566,2773,23099,3787,16654,2658,54014,8.718966909
AK,2000,626932,3554,27,497,490,2540,23087,3899,16838,2350,53282,8.49884836
AK,2001,633630,3735,39,501,514,2681,23160,3847,16695,2618,53790,8.489181383
AK,2002,641482,3627,33,511,489,2594,24118,3908,17739,2471,55490,8.650281691
AK,2003,648280,3877,39,605,446,2787,24386,3874,18051,2461,56526,8.719380515
AK,2004,657755,4159,37,558,447,3117,22172,3773,16159,2240,52662,8.006324543
AK,2005,663253,4194,32,538,537,3087,23975,4131,17249,2595,56338,8.494194523
AK,2006,670053,4610,36,512,600,3462,23975,4155,17284,2536,57170,8.532160889
AK,2007,683478,4520,43,545,581,3351,23096,3734,16929,2433,55232,8.081020896
AK,2008,686293,4475,27,447,645,3356,20090,3237,15225,1628,49130,7.15874998
AK,2009,698473,4424,22,513,654,3235,20538,3600,15251,1687,49924,7.147591961
AK,2010,714146,4537,31,533,594,3379,20259,3105,15535,1619,49592,6.944238293
AK,2011,723860,4416,30,436,576,3374,19094,2852,14854,1388,47020,6.495731219
AK,2012,730307,4412,30,583,630,3169,20037,2950,15565,1522,48898,6.695540369
AK,2013,737259,4709,34,657,623,3127,21211,2917,16599,1695,51572,6.995099416
AK,2014,737046,4684,41,553,629,3243,20334,3150,15445,1739,49818,6.759143934
AK,2015,737709,5391,59,900,761,3671,20806,3511,15249,2046,52394,7.102258479
AK,2016,741894,5966,52,1053,850,4011,24876,4053,17766,3057,61684,8.314395318
AZ,1995,4218000,30095,439,1418,7329,20909,316355,59762,207763,48830,692900,16.42721669
AZ,1996,4428000,27963,377,1381,7429,18776,284964,55630,188300,41034,625854,14.13401084
AZ,1997,4555000,28411,375,1492,7547,18997,299323,60077,195045,44201,655468,14.39007684
AZ,1998,4669000,26984,376,1451,7715,17442,280001,56473,183137,40391,613970,13.14992504
AZ,1999,4778332,26334,384,1383,7288,17279,255401,49423,167731,38247,563470,11.79219025
AZ,2000,5130632,27281,359,1577,7504,17841,271811,51902,176705,43204,598184,11.65907046
AZ,2001,5306966,28675,400,1518,8868,17889,293874,54821,186850,52203,645098,12.15568368
AZ,2002,5441125,30171,387,1608,8000,20176,318296,59087,201541,57668,696934,12.80863792
AZ,2003,5579222,28638,441,1856,7619,18722,314335,58613,198725,56997,685946,12.29465327
AZ,2004,5739879,28952,414,1896,7721,18921,291203,56885,179012,55306,640310,11.15546164
AZ,2005,5953007,30478,445,2006,8579,19448,287345,56328,176112,54905,635646,10.67772976
AZ,2006,6166318,33456,533,2449,9491,20983,294389,59418,178321,56650,655690,10.63341203
AZ,2007,6338755,32835,548,2353,9764,20170,287308,59988,177076,50244,640286,10.10113185
AZ,2008,6500180,31567,462,2200,9809,19096,266653,58606,169460,38587,596440,9.175745902
AZ,2009,6595778,28128,380,2279,8199,17270,236721,54308,155976,26437,529698,8.030864592
AZ,2010,6413158,26528,408,2191,6953,16976,226802,50932,154137,21733,506660,7.900319936
AZ,2011,6467315,26789,397,2499,7145,16748,229896,54695,155400,19801,513370,7.937915503
AZ,2012,6551149,28077,358,2282,7383,18054,231701,52911,159808,18982,519556,7.930761459
AZ,2013,6634997,27576,355,2344,6656,17391,223294,48292,158036,16966,500910,7.549513587
AZ,2014,6728783,26422,311,2356,6225,16614,213406,43412,152683,17311,478740,7.114808131
AZ,2015,6817565,27968,306,3109,6360,18193,207184,38010,152388,16786,470304,6.898416077
AZ,2016,6931071,32583,380,3290,7055,21858,206432,37736,150275,18421,478030,6.896913911
AR,1995,2484000,13741,259,925,3122,9435,102780,24763,69935,8082,233042,9.381723027
AR,1996,2510000,13161,219,1046,2864,9032,104790,23925,73010,7855,235902,9.398486056
AR,1997,2523000,13293,250,1098,2814,9131,105759,25568,72253,7938,238104,9.437336504
AR,1998,2538000,12442,201,893,2442,8906,96271,23559,65525,7187,217426,8.566824271
AR,1999,2551373,10848,143,710,2024,7971,92283,21692,63927,6664,206262,8.084353013
AR,2000,2673400,11904,168,848,2001,8887,98115,21443,69740,6932,220038,8.230642627
AR,2001,2694698,12190,148,892,2181,8969,99106,22196,69590,7320,222592,8.260369065
AR,2002,2706268,11501,142,754,2524,8081,101171,23229,71129,6813,225344,8.326743693
AR,2003,2727774,12449,180,911,2227,9131,99084,25016,68061,6007,223066,8.177583627
AR,2004,2750000,13814,176,1183,2372,10083,110911,30151,74242,6518,249450,9.070909091
AR,2005,2775708,14670,189,1202,2532,10747,112914,30118,75510,7286,255168,9.192897812
AR,2006,2810872,15538,205,1325,2749,11259,112025,31864,72646,7515,255126,9.076400491
AR,2007,2834797,15226,198,1294,3105,10629,112130,32035,73096,6999,254712,8.985193649
AR,2008,2855390,14649,165,1463,2777,10244,110360,33912,69905,6543,250018,8.756001807
AR,2009,2889450,14905,179,1378,2576,10772,109078,34753,68228,6097,247966,8.581771617
AR,2010,2921588,14711,134,1321,2369,10887,103820,32463,65796,5561,237062,8.114148881
AR,2011,2938582,14173,160,1230,2357,10426,110430,34016,70645,5769,249206,8.480484805
AR,2012,2949828,13851,174,1233,2310,10134,109389,32673,70982,5734,246480,8.355741419
AR,2013,2958765,13705,158,1135,2261,9796,106477,30369,70430,5678,240009,8.111796645
AR,2014,2966835,14248,175,1291,2037,10220,99452,24816,69001,5635,226875,7.647038005
AR,2015,2977853,15769,189,2008,2117,11455,97391,22851,68720,5820,226320,7.60010652
AR,2016,2988248,16461,216,2143,2120,11982,97673,23771,66747,7155,228268,7.638857284
CA,1995,31589000,305154,3531,10554,104611,186458,1536830,353895,902456,280479,3683968,11.6621862
CA,1996,31878000,274996,2916,10244,94222,167614,1385135,312212,830457,242466,3320262,10.41552795
CA,1997,32268000,257582,2579,10189,81468,163346,1312367,299240,784405,228722,3139898,9.730686748
CA,1998,32667000,229883,2171,9782,68782,149148,1188791,269012,724262,195517,2837348,8.685670554
CA,1999,33145121,207879,2005,9363,60039,136472,1053285,223814,660991,168480,2522328,7.609952608
CA,2000,33871648,210531,2079,9785,60249,138418,1056183,222293,651855,182035,2533428,7.479494355
CA,2001,34600463,212867,2206,9960,64614,136087,1134189,232273,697739,204177,2694112,7.786346674
CA,2002,35001986,208388,2395,10198,64968,130827,1176484,238428,715692,222364,2769744,7.913105274
CA,2003,35462712,205551,2407,9994,63770,129380,1215086,242274,731486,241326,2841274,8.012004271
CA,2004,35842038,189175,2392,9615,61768,115400,1227194,245903,728687,252604,2832738,7.903395449
CA,2005,36154147,190178,2503,9392,63622,114661,1200531,250521,692467,257543,2781418,7.693219812
CA,2006,36457549,194483,2486,9235,71142,111620,1159988,247230,669103,243655,2708942,7.430400766
CA,2007,36553215,191561,2262,9046,70706,109547,1112510,237850,654526,220134,2608142,7.135191802
CA,2008,36756666,185329,2142,8903,69388,104896,1080996,237811,650656,192529,2532650,6.890314807
CA,2009,36961664,174934,1972,8713,64093,100156,1009433,230198,615402,163833,2368734,6.408623811
CA,2010,37338198,164133,1809,8331,58116,95877,981939,228857,600558,152524,2292144,6.138871512
CA,2011,37683933,154943,1792,7665,54291,91195,973822,230075,596905,146842,2257530,5.990696353
CA,2012,37999878,160944,1884,7837,56521,94702,1049465,245767,635090,168608,2420818,6.370594137
CA,2013,38431393,154739,1746,7464,53640,89029,1018907,232058,621557,165292,2344432,6.100304509
CA,2014,38792291,153763,1700,8389,48681,91804,947193,202669,592673,151851,2198723,5.667937993
CA,2015,38993940,166883,1861,12811,52862,99349,1024914,197404,656517,170993,2383594,6.112729311
CA,2016,39250017,174796,1930,13702,54789,104375,1002070,188304,637010,176756,2353732,5.996766829
CO,1995,3747000,16494,216,1480,3604,11194,185705,35001,136184,14520,404398,10.79258073
CO,1996,3823000,15463,180,1765,3755,9763,180218,34436,130576,15206,391362,10.23703897
CO,1997,3893000,14139,157,1677,3242,9063,166902,30994,119801,16107,362082,9.300847675
CO,1998,3971000,15008,183,1883,3238,9704,163189,31231,115871,16087,356394,8.974918157
CO,1999,4056133,13811,185,1679,3056,8891,151002,26979,109228,14795,329626,8.126607288
CO,2000,4301261,14367,134,1774,3034,9425,156937,27133,112843,16961,342608,7.965292039
CO,2001,4430989,15492,158,1930,3555,9849,170887,28533,121360,20994,372758,8.412523705
CO,2002,4501051,15882,179,2066,3579,10058,180054,31678,125193,23183,391872,8.706233278
CO,2003,4547633,15757,185,1913,3738,9921,179706,32394,124496,22816,390926,8.59625216
CO,2004,4601821,17121,201,1945,3739,11236,180322,33010,123308,24004,394886,8.581081272
CO,2005,4663295,18498,173,2026,3948,12351,188449,34746,127602,26101,413894,8.875569742
CO,2006,4753377,18794,171,2158,3824,12641,163439,32411,110372,20656,364466,7.66751722
CO,2007,4861515,17101,155,2075,3461,11410,145808,28633,100519,16656,325818,6.701984875
CO,2008,4939456,17480,165,2151,3404,11760,139340,28054,97937,13349,313640,6.349687091
CO,2009,5024748,17022,159,2269,3371,11223,134196,26637,95079,12480,302436,6.01892871
CO,2010,5047692,16339,129,2230,3164,10816,135001,26196,97534,11271,302680,5.996403901
CO,2011,5116302,16085,155,2285,3299,10346,132781,25725,96054,11002,297732,5.819281192
CO,2012,5189458,15951,152,2122,3392,10285,139355,26163,101091,12101,310612,5.985442025
CO,2013,5272086,16099,174,2198,3136,9826,139974,25075,102375,12524,311381,5.906220043
CO,2014,5355588,16487,150,2236,3037,10211,135789,23502,99688,12599,303699,5.670693862
CO,2015,5448819,17348,173,3328,3315,10532,144044,23490,104532,16022,322784,5.9239259
CO,2016,5540545,18983,204,3555,3528,11696,151850,23903,108336,19611,341666,6.166649671
